video,key,site,split,track_idx,gt_frames,checked,best_iou,best_conf,hits_iou50,found_iou50,hits_iou30,found_iou30,hits_touch,found_touch,hits_center,found_center
AquaCultureRd_TON_12.03.25_LS,TON__AquaCultureRd_v1_LS,TON,test,0,83,30,0.0,0.0,0,0,0,0,0,0,0,0
AquaCultureRd_TON_12.03.25_LS,TON__AquaCultureRd_v1_LS,TON,test,1,256,63,0.0,0.0,0,0,0,0,0,0,0,0
AquaCultureRd_TON_12.03.25_LS,TON__AquaCultureRd_v1_LS,TON,test,2,146,50,0.0,0.0,0,0,0,0,0,0,0,0
ChipsRd_TON_12.03.25_LS,TON__ChipsRd_v1_LS,TON,test,0,169,60,0.765,0.571,6,1,6,1,6,1,6,1
EMarseilles_MAS_12.22.25_LS_V1,MAS__EMarseilles_v1_LS,MAS,train,0,44,19,0.922,0.78,18,1,18,1,18,1,18,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,0,111,40,0.873,0.799,25,1,27,1,28,1,28,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,1,106,39,0.893,0.799,19,1,21,1,21,1,21,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,2,18,6,0.0,0.0,0,0,0,0,0,0,0,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,3,18,8,0.834,0.643,3,1,3,1,3,1,3,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,4,29,11,0.779,0.672,8,1,8,1,8,1,8,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,5,22,8,0.0,0.0,0,0,0,0,0,0,0,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,6,51,19,0.907,0.704,13,1,13,1,13,1,13,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,7,49,18,0.94,0.785,17,1,17,1,17,1,17,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,8,53,21,0.944,0.78,20,1,20,1,20,1,20,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,9,49,18,0.94,0.785,18,1,18,1,18,1,18,1
