video,key,site,split,track_idx,gt_frames,checked,best_iou,best_conf,hits_iou50,found_iou50,hits_iou30,found_iou30,hits_touch,found_touch,hits_center,found_center
AquaCultureRd_TON_12.03.25_LS,TON__AquaCultureRd_v1_LS,TON,test,0,83,30,0.702,0.415,6,1,8,1,15,1,11,1
AquaCultureRd_TON_12.03.25_LS,TON__AquaCultureRd_v1_LS,TON,test,1,256,63,0.713,0.46,10,1,13,1,25,1,13,1
AquaCultureRd_TON_12.03.25_LS,TON__AquaCultureRd_v1_LS,TON,test,2,146,50,0.667,0.425,8,1,12,1,22,1,14,1
ChipsRd_TON_12.03.25_LS,TON__ChipsRd_v1_LS,TON,test,0,169,60,0.789,0.61,2,1,2,1,2,1,2,1
EMarseilles_MAS_12.22.25_LS_V1,MAS__EMarseilles_v1_LS,MAS,train,0,44,19,0.776,0.815,5,1,5,1,11,1,11,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,0,111,40,0.819,0.917,23,1,31,1,35,1,34,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,1,106,39,0.809,0.915,18,1,26,1,28,1,27,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,2,18,6,0.0,0.0,0,0,0,0,0,0,0,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,3,18,8,0.784,0.282,1,1,1,1,1,1,1,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,4,29,11,0.671,0.378,6,1,6,1,6,1,6,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,5,22,8,0.791,0.36,4,1,4,1,4,1,4,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,6,51,19,0.796,0.624,13,1,14,1,15,1,15,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,7,49,18,0.889,0.846,16,1,16,1,18,1,18,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,8,53,21,0.822,0.846,20,1,20,1,21,1,21,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,9,49,18,0.889,0.839,16,1,17,1,17,1,17,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,10,50,21,0.889,0.785,15,1,16,1,16,1,16,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,11,30,11,0.781,0.612,7,1,7,1,7,1,7,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,12,47,19,0.608,0.436,4,1,8,1,9,1,8,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,13,29,11,0.608,0.436,4,1,8,1,9,1,8,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,14,412,70,0.807,0.689,20,1,31,1,36,1,36,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,15,185,65,0.823,0.574,19,1,23,1,26,1,26,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,16,89,31,0.217,0.364,0,0,0,0,3,1,3,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,17,38,14,0.378,0.349,0,0,3,1,3,1,3,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,18,1,1,0.0,0.0,0,0,0,0,0,0,0,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,19,433,66,0.4,0.504,0,0,11,1,15,1,15,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,20,523,69,0.471,0.49,0,0,18,1,27,1,26,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,21,459,69,0.471,0.504,0,0,20,1,26,1,26,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,22,83,31,0.721,0.474,13,1,14,1,15,1,15,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,23,29,11,0.899,0.53,10,1,10,1,10,1,10,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,24,29,11,0.899,0.53,10,1,10,1,10,1,10,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,25,80,29,0.899,0.53,11,1,14,1,22,1,17,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,26,95,34,0.809,0.554,7,1,11,1,19,1,13,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,27,80,30,0.953,0.95,30,1,30,1,30,1,30,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,28,76,27,0.944,0.966,27,1,27,1,27,1,27,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,29,102,38,0.944,0.861,38,1,38,1,38,1,38,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,30,118,46,0.944,0.843,44,1,44,1,45,1,45,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,31,115,40,0.766,0.815,27,1,36,1,36,1,36,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,32,112,39,0.766,0.815,26,1,35,1,35,1,35,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,33,120,47,0.907,0.965,35,1,44,1,44,1,44,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,34,78,28,0.923,0.965,28,1,28,1,28,1,28,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,35,51,21,0.934,0.886,11,1,13,1,16,1,16,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,36,4,3,0.0,0.0,0,0,0,0,0,0,0,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,37,90,37,0.463,0.527,0,0,10,1,15,1,14,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,38,32,11,0.538,0.429,1,1,3,1,5,1,4,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,39,213,68,0.905,0.7,34,1,39,1,40,1,40,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,40,95,38,0.805,0.425,4,1,7,1,7,1,7,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,41,69,28,0.751,0.408,2,1,8,1,10,1,10,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,42,39,13,0.786,0.494,8,1,8,1,8,1,8,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB__EagleCreekDrEtc_v1_LS,SHB,train,43,36,13,0.765,0.526,11,1,13,1,13,1,13,1
FernRidgeRd_TON_12.03.25_LS,TON__FernRidgeRd_v1_LS,TON,train,0,188,65,0.765,0.376,11,1,29,1,31,1,30,1
FernRidgeRd_TON_12.03.25_LS,TON__FernRidgeRd_v1_LS,TON,train,1,158,57,0.662,0.389,4,1,6,1,7,1,7,1
FernRidgeRd_TON_12.03.25_LS,TON__FernRidgeRd_v1_LS,TON,train,2,94,40,0.828,0.359,8,1,9,1,9,1,9,1
FernRidgeRd_TON_12.03.25_LS,TON__FernRidgeRd_v1_LS,TON,train,3,47,18,0.646,0.368,5,1,5,1,6,1,5,1
FernRidgeRd_TON_12.03.25_LS,TON__FernRidgeRd_v1_LS,TON,train,4,99,34,0.646,0.372,3,1,3,1,6,1,3,1
FernRidgeRd_TON_12.03.25_LS,TON__FernRidgeRd_v1_LS,TON,train,5,73,26,0.868,0.538,24,1,24,1,24,1,24,1
FernRidgeRd_TON_12.03.25_LS,TON__FernRidgeRd_v1_LS,TON,train,6,103,38,0.903,0.518,23,1,23,1,23,1,23,1
FernRidgeRd_TON_12.03.25_LS,TON__FernRidgeRd_v1_LS,TON,train,7,404,66,0.583,0.326,3,1,4,1,4,1,4,1
FernRidgeRd_TON_12.03.25_LS,TON__FernRidgeRd_v1_LS,TON,train,8,130,48,0.416,0.562,0,0,15,1,23,1,22,1
FernRidgeRd_TON_12.03.25_LS,TON__FernRidgeRd_v1_LS,TON,train,9,567,67,0.851,0.604,20,1,34,1,41,1,36,1
FernRidgeRd_TON_12.03.25_LS,TON__FernRidgeRd_v1_LS,TON,train,10,82,29,0.634,0.533,7,1,17,1,17,1,17,1
FernRidgeRd_TON_12.03.25_LS,TON__FernRidgeRd_v1_LS,TON,train,11,370,69,0.937,0.679,37,1,43,1,44,1,44,1
FernRidgeRd_TON_12.03.25_LS,TON__FernRidgeRd_v1_LS,TON,train,12,477,67,0.829,0.722,24,1,29,1,31,1,31,1
FernRidgeRd_TON_12.03.25_LS,TON__FernRidgeRd_v1_LS,TON,train,13,147,54,0.577,0.395,4,1,10,1,12,1,12,1
FernRidgeRd_TON_12.03.25_LS,TON__FernRidgeRd_v1_LS,TON,train,14,47,20,0.892,0.461,7,1,11,1,11,1,11,1
FernRidgeRd_TON_12.03.25_LS,TON__FernRidgeRd_v1_LS,TON,train,15,33,11,0.741,0.4,5,1,7,1,8,1,8,1
FernRidgeRd_TON_12.03.25_LS,TON__FernRidgeRd_v1_LS,TON,train,16,24,9,0.741,0.412,6,1,8,1,9,1,9,1
FernRidgeRd_TON_12.03.25_LS,TON__FernRidgeRd_v1_LS,TON,train,17,187,67,0.848,0.659,17,1,30,1,32,1,32,1
GiantCityRd_TON_12.03.25_LS,TON__GiantCityRd_v1_LS,TON,val,0,57,20,0.775,0.323,4,1,6,1,6,1,6,1
GiantCityRd_TON_12.03.25_LS,TON__GiantCityRd_v1_LS,TON,val,1,117,40,0.84,0.538,25,1,30,1,31,1,31,1
GiantCityRd_TON_12.03.25_LS,TON__GiantCityRd_v1_LS,TON,val,2,124,45,0.822,0.514,30,1,34,1,34,1,34,1
GiantCityRd_TON_12.03.25_LS,TON__GiantCityRd_v1_LS,TON,val,3,74,25,0.867,0.392,13,1,13,1,13,1,13,1
GiantCityRd_TON_12.03.25_LS,TON__GiantCityRd_v1_LS,TON,val,4,57,20,0.758,0.392,8,1,8,1,8,1,8,1
GiantCityRd_TON_12.03.25_LS,TON__GiantCityRd_v1_LS,TON,val,5,23,9,0.216,0.51,0,0,0,0,8,1,8,1
GiantCityRd_TON_12.03.25_LS,TON__GiantCityRd_v1_LS,TON,val,6,21,14,0.0,0.0,0,0,0,0,0,0,0,0
GiantCityRd_TON_12.03.25_LS,TON__GiantCityRd_v1_LS,TON,val,7,14,6,0.197,0.313,0,0,0,0,1,1,1,1
GolfDr_SHB_12.11.2025,SHB__GolfDr_v1_LS,SHB,test,0,66,26,0.942,0.948,25,1,26,1,26,1,26,1
GolfDr_SHB_12.11.2025,SHB__GolfDr_v1_LS,SHB,test,1,72,30,0.942,0.917,30,1,30,1,30,1,30,1
GolfDr_SHB_12.11.2025,SHB__GolfDr_v1_LS,SHB,test,2,80,32,0.924,0.948,31,1,32,1,32,1,32,1
GolfDr_SHB_12.11.2025,SHB__GolfDr_v1_LS,SHB,test,3,121,46,0.915,0.865,46,1,46,1,46,1,46,1
GolfDr_SHB_12.11.2025,SHB__GolfDr_v1_LS,SHB,test,4,243,66,0.936,0.883,65,1,65,1,65,1,65,1
GolfDr_SHB_12.11.2025,SHB__GolfDr_v1_LS,SHB,test,5,108,40,0.937,0.821,40,1,40,1,40,1,40,1
GolfDr_SHB_12.11.2025,SHB__GolfDr_v1_LS,SHB,test,6,102,36,0.97,0.793,36,1,36,1,36,1,36,1
GolfDr_SHB_12.11.2025,SHB__GolfDr_v1_LS,SHB,test,7,102,36,0.97,0.793,36,1,36,1,36,1,36,1
GolfDr_SHB_12.11.2025,SHB__GolfDr_v1_LS,SHB,test,8,110,42,0.97,0.803,42,1,42,1,42,1,42,1
GolfDr_SHB_12.11.2025,SHB__GolfDr_v1_LS,SHB,test,9,123,45,0.97,0.803,44,1,44,1,44,1,44,1
GolfDr_SHB_12.11.2025,SHB__GolfDr_v1_LS,SHB,test,10,1013,69,0.925,0.756,50,1,54,1,57,1,55,1
GolfDr_SHB_12.11.2025,SHB__GolfDr_v1_LS,SHB,test,11,978,69,0.925,0.725,50,1,53,1,56,1,54,1
Melvin_SHW_01.18.2026_LS,SHW__Melvin_v1_LS,SHW,test,0,92,37,0.829,0.646,23,1,27,1,29,1,29,1
Melvin_SHW_01.18.2026_LS,SHW__Melvin_v1_LS,SHW,test,1,316,68,0.442,0.487,0,0,13,1,22,1,14,1
Melvin_SHW_01.18.2026_LS,SHW__Melvin_v1_LS,SHW,test,2,13,5,0.539,0.578,1,1,5,1,5,1,5,1
Melvin_SHW_01.18.2026_LS,SHW__Melvin_v1_LS,SHW,test,3,11,4,0.0,0.0,0,0,0,0,0,0,0,0
Melvin_SHW_01.18.2026_LS,SHW__Melvin_v1_LS,SHW,test,4,5,2,0.0,0.0,0,0,0,0,0,0,0,0
N25thBlue_MAS_12.22.25_LS_V2,MAS__N25thBlue_v2_LS,MAS,val,0,35,13,0.407,0.328,0,0,2,1,2,1,2,1
N25thBlue_MAS_12.22.25_LS_V2,MAS__N25thBlue_v2_LS,MAS,val,1,7,4,0.0,0.0,0,0,0,0,0,0,0,0
N25thBlue_MAS_12.22.25_LS_V2,MAS__N25thBlue_v2_LS,MAS,val,2,52,21,0.373,0.285,0,0,3,1,4,1,4,1
N25thRdOrange_MAS_12.22.25_LS_V1,MAS__N25thRdOrange_v1_LS,MAS,train,0,38,13,0.564,0.287,1,1,2,1,2,1,2,1
NIron_SHW_01.18.2026_LS,SHW__NIron_v1_LS,SHW,train,0,56,22,0.911,0.432,8,1,13,1,13,1,13,1
NIron_SHW_01.18.2026_LS,SHW__NIron_v1_LS,SHW,train,1,26,10,0.613,0.445,2,1,3,1,5,1,5,1
NIron_SHW_01.18.2026_LS,SHW__NIron_v1_LS,SHW,train,2,26,10,0.613,0.445,2,1,3,1,5,1,5,1
NIron_SHW_01.18.2026_LS,SHW__NIron_v1_LS,SHW,train,3,26,10,0.613,0.445,2,1,3,1,5,1,5,1
NMarseillesRd_MAS_12.22.25_LS_V1,MAS__NMarseillesRd_v1_LS,MAS,train,0,14,6,0.0,0.0,0,0,0,0,0,0,0,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS__NMarseillesRd_v1_LS,MAS,train,1,46,18,0.0,0.0,0,0,0,0,0,0,0,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS__NMarseillesRd_v1_LS,MAS,train,2,34,12,0.549,0.3,1,1,2,1,2,1,2,1
NMarseillesRd_MAS_12.22.25_LS_V1,MAS__NMarseillesRd_v1_LS,MAS,train,3,2,1,0.0,0.0,0,0,0,0,0,0,0,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS__NMarseillesRd_v1_LS,MAS,train,4,12,4,0.764,0.295,1,1,1,1,1,1,1,1
NMarseillesRd_MAS_12.22.25_LS_V1,MAS__NMarseillesRd_v1_LS,MAS,train,5,43,18,0.576,0.338,3,1,5,1,5,1,5,1
NMarseillesRd_MAS_12.22.25_LS_V1,MAS__NMarseillesRd_v1_LS,MAS,train,6,10,4,0.0,0.0,0,0,0,0,0,0,0,0
NMarseilles_MAS_12.22.25_LS_V2,MAS__NMarseilles_v2_LS,MAS,test,0,37,17,0.0,0.0,0,0,0,0,0,0,0,0
NMarseilles_MAS_12.22.25_LS_V2,MAS__NMarseilles_v2_LS,MAS,test,1,53,21,0.701,0.351,2,1,3,1,3,1,3,1
NMarseilles_MAS_12.22.25_LS_V2,MAS__NMarseilles_v2_LS,MAS,test,2,15,6,0.584,0.513,2,1,3,1,3,1,3,1
